"id_cliente","id_origem_comercial","id_usuario_cadastro","id_escolaridade","id_estado_civil","id_profissao","id_ocupacao","id_moradia","nm_cliente","dt_cadastro","dt_nascimento","fl_sexo","ds_email","nm_cidade_natal","cd_uf_natal","nm_cidade","cd_uf","fl_titularidade","fl_tipo_pessoa","fl_status_analise","fl_status_conta"
29170,10,30,1,3,6,2,2,CLIENTE NUMERO 29170,2022-03-21 14:50:23.000,1978-11-04,M,emailcliente29170@hotmail.com,CARDOSO,SP,BIRIGUI,SP,T,F,A,A
29186,87,79,1,2,28,2,4,CLIENTE NUMERO 29186,2021-07-16 16:07:13.000,1989-07-22,F,emailcliente29186@hotmail.com,PAULISTANA ,PI,LOURDES,SP,T,F,A,B
29224,50,96,2,6,28,2,6,CLIENTE NUMERO 29224,2021-06-25 10:42:37.000,1980-03-09,M,emailcliente29224@hotmail.com,SANTO ANDRE,SP,BIRIGUI,SP,T,F,A,B
29233,62,16,4,7,53,5,3,CLIENTE NUMERO 29233,2021-04-30 16:57:43.000,1975-07-13,F,emailcliente29233@hotmail.com,JUNDIAI,SP,JUNDIAI,SP,T,F,A,B
29286,76,1,4,6,13,7,2,CLIENTE NUMERO 29286,2022-12-11 11:43:44.000,1993-05-06,F,emailcliente29286@hotmail.com,DIADEMA,SP,BIRIGUI,SP,T,F,A,B
29290,52,44,1,1,76,1,2,CLIENTE NUMERO 29290,2022-12-29 17:15:43.000,2001-02-16,F,emailcliente29290@hotmail.com,BIRIGUI,,BURITAMA,SP,T,F,A,B
29312,73,24,4,1,91,9,5,CLIENTE NUMERO 29312,2021-06-22 10:20:45.000,1961-03-16,M,emailcliente29312@hotmail.com,PARANAPOEMA,PR,BIRIGUI,SP,T,F,A,A
29314,45,98,1,2,24,5,6,CLIENTE NUMERO 29314,2021-09-01 14:40:04.000,1957-05-01,F,emailcliente29314@hotmail.com,ITAPICURU ,SP,BIRIGUI,SP,T,F,A,B
29331,79,41,3,7,13,2,3,CLIENTE NUMERO 29331,2021-02-26 10:28:03.000,1982-01-23,M,emailcliente29331@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
29334,91,80,2,7,66,9,4,CLIENTE NUMERO 29334,2021-02-05 10:53:25.000,1956-03-01,M,emailcliente29334@hotmail.com,ITAPIRA,SP,BIRIGUI,SP,T,F,A,A
29342,68,48,4,8,40,9,4,CLIENTE NUMERO 29342,2022-06-03 16:42:51.000,1962-10-15,M,emailcliente29342@hotmail.com,BARBOSA,SP,BIRIGUI,SP,T,F,A,A
29343,1,80,3,8,42,6,6,CLIENTE NUMERO 29343,2021-06-05 16:37:01.000,1974-03-16,F,emailcliente29343@hotmail.com,FAXINAL,PR,BIRIGUI,SP,T,F,A,B
29352,23,26,3,8,3,1,2,CLIENTE NUMERO 29352,2021-07-08 10:53:31.000,1972-04-30,M,emailcliente29352@hotmail.com,ITUACU,BA,BIRIGUI,SP,T,F,A,A
29376,56,36,3,5,93,9,4,CLIENTE NUMERO 29376,2021-03-06 16:22:54.000,1983-06-10,M,emailcliente29376@hotmail.com,ARACAJU,SE,ARACATUBA,SP,T,F,A,B
29467,85,66,3,5,32,9,3,CLIENTE NUMERO 29467,2021-07-20 10:18:44.000,1983-07-28,F,emailcliente29467@hotmail.com,TUPA,SP,BIRIGUI,SP,T,F,A,B
29485,36,88,4,2,19,6,5,CLIENTE NUMERO 29485,2021-10-25 18:43:02.000,1999-07-13,M,emailcliente29485@hotmail.com,GOIATINS,TO,BIRIGUI,SP,T,F,A,A
29491,79,21,3,3,44,1,5,CLIENTE NUMERO 29491,2022-11-09 18:22:40.000,1988-10-27,F,emailcliente29491@hotmail.com,NOVA OLINA,PB,BIRIGUI,SP,T,F,A,A
29507,83,51,1,2,11,1,2,CLIENTE NUMERO 29507,2021-03-06 10:05:24.000,1990-06-17,M,emailcliente29507@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
29515,36,78,3,2,46,2,4,CLIENTE NUMERO 29515,2022-02-25 16:11:42.000,1967-08-22,M,emailcliente29515@hotmail.com,BOM CONSELHO,PE,BURITAMA,SP,T,F,A,A
29535,10,36,2,6,41,8,3,CLIENTE NUMERO 29535,2021-12-29 15:58:28.000,1996-05-17,F,emailcliente29535@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
29570,43,4,3,7,24,1,6,CLIENTE NUMERO 29570,2023-04-29 15:38:36.000,1994-01-05,F,emailcliente29570@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
29580,76,55,2,6,35,7,1,CLIENTE NUMERO 29580,2022-11-04 14:30:12.000,1952-10-17,F,emailcliente29580@hotmail.com,LINS,SP,BIRIGUI,SP,T,F,A,A
29644,76,56,4,6,58,11,4,CLIENTE NUMERO 29644,2021-03-13 14:37:04.000,2001-06-13,M,emailcliente29644@hotmail.com,PENAPOLIS,SP,BRAUNA,SP,T,F,A,B
29683,31,93,4,3,92,2,4,CLIENTE NUMERO 29683,2021-01-23 16:37:08.000,1980-12-18,F,emailcliente29683@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,B
29684,59,38,4,7,7,6,4,CLIENTE NUMERO 29684,2021-12-14 13:14:51.000,1979-07-24,M,emailcliente29684@hotmail.com,SAO PAULO,SP,BIRIGUI,SP,T,F,A,B
29726,73,16,1,7,62,9,1,CLIENTE NUMERO 29726,2021-02-24 14:52:12.000,1949-11-07,F,emailcliente29726@hotmail.com,SAO PAULO,SP,BIRIGUI,SP,T,F,A,A
29730,11,13,2,2,77,5,5,CLIENTE NUMERO 29730,2022-10-25 16:52:47.000,1972-02-06,M,emailcliente29730@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
29734,90,34,2,6,65,3,5,CLIENTE NUMERO 29734,2021-02-04 11:30:36.000,1977-11-04,F,emailcliente29734@hotmail.com,SAO PAULO,SP,BIRIGUI,SP,T,F,A,B
29735,90,78,2,7,46,8,4,CLIENTE NUMERO 29735,2021-03-10 18:56:14.000,1992-11-18,F,emailcliente29735@hotmail.com,ITAPERABA,BA,BIRIGUI,SP,T,F,A,B
29759,61,91,2,1,83,2,4,CLIENTE NUMERO 29759,2021-07-12 11:29:35.000,1975-03-08,M,emailcliente29759@hotmail.com,MARILIA,SP,BURITAMA,SP,T,F,A,B
29769,15,58,3,6,8,10,4,CLIENTE NUMERO 29769,2021-03-20 17:31:49.000,2000-11-29,F,emailcliente29769@hotmail.com,LINS,SP,BIRIGUI,SP,T,F,A,A
29776,65,14,1,7,50,10,2,CLIENTE NUMERO 29776,2021-05-05 19:22:42.000,1983-09-30,M,emailcliente29776@hotmail.com,PENAPOLIS,SP,BIRIGUI,SP,T,F,A,B
29819,99,1,3,8,27,1,4,CLIENTE NUMERO 29819,2021-12-11 13:36:35.000,1989-02-23,M,emailcliente29819@hotmail.com,SUDMENNUCCI,SP,BIRIGUI,SP,T,F,A,B
29824,58,77,2,2,71,5,1,CLIENTE NUMERO 29824,2021-02-20 10:46:53.000,1979-05-01,M,emailcliente29824@hotmail.com,MONTE AZUL PAULISTA,SP,BURITAMA,SP,T,F,A,A
29829,90,35,4,7,101,6,4,CLIENTE NUMERO 29829,2021-11-30 15:50:46.000,1982-12-23,M,emailcliente29829@hotmail.com,BIRIGUI,SP,BURITAMA,SP,T,F,A,B
29833,41,17,1,3,38,8,5,CLIENTE NUMERO 29833,2022-08-31 18:31:15.000,1988-08-31,M,emailcliente29833@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
29834,25,24,1,4,74,2,4,CLIENTE NUMERO 29834,2021-12-09 11:16:13.000,1977-01-30,F,emailcliente29834@hotmail.com,PENAPOLIS,SP,BIRIGUI,SP,T,F,A,B
29876,17,38,3,3,93,1,3,CLIENTE NUMERO 29876,2022-11-14 18:15:37.000,2002-01-19,F,emailcliente29876@hotmail.com,TATUI,SP,BIRIGUI,SP,T,F,A,A
29887,24,14,4,8,20,4,4,CLIENTE NUMERO 29887,2021-12-06 14:06:21.000,1992-12-15,M,emailcliente29887@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,B
29891,9,47,2,7,4,6,2,CLIENTE NUMERO 29891,2021-12-31 10:14:45.000,1973-08-17,F,emailcliente29891@hotmail.com,MIRANDOPOLIS,SP,BIRIGUI,SP,T,F,A,B
29901,36,25,3,4,28,8,6,CLIENTE NUMERO 29901,2021-01-25 15:37:38.000,1986-09-19,M,emailcliente29901@hotmail.com,PALMARES,PE,BIRIGUI,SP,T,F,A,B
29938,47,59,4,7,86,9,2,CLIENTE NUMERO 29938,2021-07-15 11:56:12.000,2000-08-10,M,emailcliente29938@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,A
29940,23,91,1,2,64,4,3,CLIENTE NUMERO 29940,2021-04-21 11:24:39.000,1975-03-14,M,emailcliente29940@hotmail.com,GUARARAPES,SP,ARACATUBA,SP,T,F,A,B
29947,35,53,4,4,20,11,1,CLIENTE NUMERO 29947,2021-04-08 11:05:30.000,1963-08-30,F,emailcliente29947@hotmail.com,BRAUNA,SP,BIRIGUI,SP,T,F,A,A
29952,28,57,3,1,40,3,4,CLIENTE NUMERO 29952,2022-03-16 11:31:45.000,1973-09-24,F,emailcliente29952@hotmail.com,SAO PAULO,SP,BIRIGUI,SP,T,F,A,B
29965,64,26,2,3,73,2,1,CLIENTE NUMERO 29965,2022-02-11 10:18:40.000,1952-02-26,M,emailcliente29965@hotmail.com,FLORIDA PAULISTA,SP,BURITAMA,SP,T,F,A,A
29977,95,59,1,4,27,9,2,CLIENTE NUMERO 29977,2021-03-15 18:50:52.000,1977-07-17,M,emailcliente29977@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
29978,8,67,2,4,2,1,5,CLIENTE NUMERO 29978,2022-03-28 11:37:25.000,1988-08-20,M,emailcliente29978@hotmail.com,MIRANTE PARANAPANEMA,,BIRIGUI,SP,T,F,A,B
29982,43,62,3,5,23,8,4,CLIENTE NUMERO 29982,2021-01-20 20:33:53.000,1968-09-14,M,emailcliente29982@hotmail.com,ARACATUBA,SP,BIRIGUI,SP,T,F,A,B
29998,96,99,2,4,4,7,4,CLIENTE NUMERO 29998,2021-01-12 08:25:42.000,1984-12-31,F,emailcliente29998@hotmail.com,VENEZUELANA,SP,BIRIGUI,SP,T,F,A,A
30043,59,33,2,5,100,7,5,CLIENTE NUMERO 30043,2021-05-22 18:12:37.000,1988-09-16,M,emailcliente30043@hotmail.com,BREJO SANTOS ,CE,BIRIGUI,SP,T,F,A,B
30063,78,52,3,3,70,5,4,CLIENTE NUMERO 30063,2022-10-26 11:22:21.000,1981-04-06,M,emailcliente30063@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
30073,58,70,4,7,89,3,2,CLIENTE NUMERO 30073,2021-05-20 17:19:11.000,1990-09-01,M,emailcliente30073@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30079,46,3,4,6,13,7,3,CLIENTE NUMERO 30079,2021-08-24 11:32:49.000,1964-12-30,F,emailcliente30079@hotmail.com,LAVINIA ,SP,BIRIGUI,SP,T,F,A,B
30087,62,88,4,7,8,6,4,CLIENTE NUMERO 30087,2021-06-08 13:11:27.000,1978-10-07,M,emailcliente30087@hotmail.com,CAFELANDIA,SP,BIRIGUI,SP,T,F,A,A
30138,61,89,1,7,60,6,5,CLIENTE NUMERO 30138,2021-08-25 18:05:48.000,1977-02-24,M,emailcliente30138@hotmail.com,RECIFE,PE,BIRIGUI,SP,T,F,A,A
30186,27,98,1,7,40,5,5,CLIENTE NUMERO 30186,2021-01-30 13:36:42.000,1979-11-19,M,emailcliente30186@hotmail.com,GUAICARA ,SP,BIRIGUI,SP,T,F,A,B
30218,82,74,3,4,70,5,2,CLIENTE NUMERO 30218,2022-07-18 16:37:01.000,1972-12-04,F,emailcliente30218@hotmail.com,SAO PAULO ,SP,BIRIGUI,SP,T,F,A,B
30244,45,81,4,5,55,9,4,CLIENTE NUMERO 30244,2021-06-25 10:46:54.000,2000-05-23,F,emailcliente30244@hotmail.com,BARRETOS,SP,PLANALTO,SP,T,F,A,B
30250,59,26,4,3,29,9,3,CLIENTE NUMERO 30250,2021-03-22 18:01:01.000,1997-03-20,F,emailcliente30250@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30282,27,36,2,1,26,5,2,CLIENTE NUMERO 30282,2022-10-02 12:30:57.000,1975-11-08,M,emailcliente30282@hotmail.com,BARRA DO CORDA,MA,BURITAMA,SP,T,F,A,B
30297,40,24,2,8,32,1,1,CLIENTE NUMERO 30297,2021-07-17 15:07:37.000,1956-10-10,M,emailcliente30297@hotmail.com,PLANALTO,SP,BURITAMA ,SP,T,F,A,A
30319,54,40,1,5,37,7,2,CLIENTE NUMERO 30319,2021-07-27 14:36:55.000,1985-05-03,F,emailcliente30319@hotmail.com,BIRIGUI SP,SP,LOURDES SP,SP,T,F,A,B
30321,41,88,2,2,82,7,4,CLIENTE NUMERO 30321,2022-01-08 11:47:45.000,1962-01-22,M,emailcliente30321@hotmail.com,NOVA LONDRINA,PR,BIRIGUI,SP,T,F,A,A
30392,25,2,1,6,79,3,6,CLIENTE NUMERO 30392,2022-02-05 12:14:43.000,1983-03-14,F,emailcliente30392@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30399,98,4,3,1,70,8,3,CLIENTE NUMERO 30399,2021-09-27 12:45:50.000,1996-04-28,M,emailcliente30399@hotmail.com,ARACATUBA,SP,BURITAMA,SP,T,F,A,A
30417,11,1,3,1,14,8,1,CLIENTE NUMERO 30417,2021-06-01 17:21:50.000,1993-01-09,F,emailcliente30417@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30420,60,46,2,6,74,9,3,CLIENTE NUMERO 30420,2023-01-14 11:47:44.000,1990-11-20,M,emailcliente30420@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30427,14,5,3,4,44,5,1,CLIENTE NUMERO 30427,2021-07-13 15:38:14.000,1987-05-11,M,emailcliente30427@hotmail.com,CATENDE ,PB,BIRIGUI,SP,T,F,A,B
30436,97,67,4,3,9,10,4,CLIENTE NUMERO 30436,2022-09-26 12:18:57.000,2002-08-31,F,emailcliente30436@hotmail.com,SAO PAULO ,SP,BIRIGUI,SP,T,F,A,A
30447,6,73,4,4,62,10,3,CLIENTE NUMERO 30447,2021-06-30 13:38:53.000,1985-09-30,F,emailcliente30447@hotmail.com,SUMARE,SP,BIRIGUI,SP,T,F,A,B
30463,2,10,1,3,3,11,6,CLIENTE NUMERO 30463,2021-11-12 12:12:47.000,1958-01-15,F,emailcliente30463@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
30485,71,93,1,7,32,7,3,CLIENTE NUMERO 30485,2021-10-01 18:32:31.000,1997-09-26,M,emailcliente30485@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30491,44,17,1,6,35,3,3,CLIENTE NUMERO 30491,2021-04-12 12:08:47.000,1955-08-28,M,emailcliente30491@hotmail.com,CACHOEIRA PAULISTA,SP,BIRIGUI,SP,T,F,A,A
30503,8,53,3,2,45,11,1,CLIENTE NUMERO 30503,2021-07-27 15:34:42.000,1991-09-02,F,emailcliente30503@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30504,5,28,1,6,93,8,4,CLIENTE NUMERO 30504,2022-04-25 17:38:38.000,1973-10-01,M,emailcliente30504@hotmail.com,LUIZIANIA,SP,LUIZIANIA,SP,T,F,A,B
30517,8,61,2,1,38,1,6,CLIENTE NUMERO 30517,2021-07-01 19:44:11.000,2000-07-11,M,emailcliente30517@hotmail.com,BURITAMA SP,SP,BURITAMA SP,SP,T,F,A,B
30570,96,45,4,5,3,8,5,CLIENTE NUMERO 30570,2021-11-06 10:04:35.000,1963-05-27,M,emailcliente30570@hotmail.com,JANAUBA,MG,BIRIGUI,SP,T,F,A,A
30573,6,16,4,6,41,2,2,CLIENTE NUMERO 30573,2021-02-06 11:37:54.000,1954-09-28,M,emailcliente30573@hotmail.com,RIBEIRO DO VALE,SP,BIRIGUI,SP,T,F,A,B
30587,52,24,2,1,27,1,3,CLIENTE NUMERO 30587,2021-09-11 08:12:21.000,1957-04-29,M,emailcliente30587@hotmail.com,VARZEA PAULISTA ,SP,BIRIGUI,SP,T,F,A,B
30588,81,71,2,3,21,10,4,CLIENTE NUMERO 30588,2021-01-30 17:23:53.000,1944-04-16,M,emailcliente30588@hotmail.com,GLICERIO,SP,BIRIGUI,SP,T,F,A,B
30594,52,18,2,3,76,2,4,CLIENTE NUMERO 30594,2021-01-30 11:21:17.000,1982-10-13,F,emailcliente30594@hotmail.com,ANASTACIO,MS,BIRIGUI,SP,T,F,A,B
30595,56,32,4,4,17,10,5,CLIENTE NUMERO 30595,2021-01-30 15:00:35.000,1955-07-13,M,emailcliente30595@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
30598,66,25,4,4,96,11,1,CLIENTE NUMERO 30598,2021-02-24 17:48:02.000,1973-05-27,M,emailcliente30598@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30603,86,49,3,2,86,3,3,CLIENTE NUMERO 30603,2021-01-30 13:26:49.000,1972-12-16,F,emailcliente30603@hotmail.com,GLICERIO,SP,GLICERIO,SP,T,F,A,B
30606,64,65,1,5,92,2,3,CLIENTE NUMERO 30606,2021-01-30 09:25:34.000,1961-03-25,M,emailcliente30606@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
30614,87,98,2,8,46,1,6,CLIENTE NUMERO 30614,2022-11-12 10:02:09.000,2002-10-08,M,emailcliente30614@hotmail.com,RINOPOLIS,SP,BIRIGUI,SP,T,F,A,A
30619,39,33,4,8,34,4,2,CLIENTE NUMERO 30619,2023-03-03 12:55:58.000,1988-06-23,M,emailcliente30619@hotmail.com,BIRIGUI ,,BIRIGUI,SP,T,F,A,A
30635,62,31,3,1,41,2,5,CLIENTE NUMERO 30635,2021-01-30 19:13:09.000,1989-03-07,F,emailcliente30635@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30638,98,68,3,3,85,8,1,CLIENTE NUMERO 30638,2021-05-22 17:38:10.000,1979-07-07,F,emailcliente30638@hotmail.com,GABRIEL MONTEIRO,SP,BIRIGUI,SP,T,F,A,A
30644,19,3,4,1,94,11,4,CLIENTE NUMERO 30644,2021-01-31 10:32:14.000,1985-11-18,F,emailcliente30644@hotmail.com,PENAPOLIS,SP,GLICERIO,SP,T,F,A,A
30651,67,97,2,3,28,11,5,CLIENTE NUMERO 30651,2022-09-29 09:24:08.000,1995-06-22,M,emailcliente30651@hotmail.com,POMPEIA,SP,BIRIGUI,SP,T,F,A,B
30653,80,86,2,4,56,10,5,CLIENTE NUMERO 30653,2021-01-30 14:03:51.000,1982-04-14,M,emailcliente30653@hotmail.com,BRAUNA,SP,COROADOS,SP,T,F,A,B
30666,4,19,1,7,89,11,2,CLIENTE NUMERO 30666,2021-02-05 11:21:20.000,1969-06-01,F,emailcliente30666@hotmail.com,MIRANDOPOLIS,SP,BIRIGUI,SP,T,F,A,A
30667,78,93,1,5,11,9,3,CLIENTE NUMERO 30667,2021-04-30 11:06:48.000,2002-12-22,M,emailcliente30667@hotmail.com,GUARARAPES,SP,BIRIGUI,SP,T,F,A,A
30668,21,75,3,8,32,7,6,CLIENTE NUMERO 30668,2021-01-30 20:22:06.000,1995-04-14,M,emailcliente30668@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
30669,57,44,4,2,103,1,3,CLIENTE NUMERO 30669,2021-11-06 11:27:39.000,1992-10-08,F,emailcliente30669@hotmail.com,RIO DO ANTONIO ,BA,COROADOS,SP,T,F,A,B
30675,21,49,1,7,92,4,1,CLIENTE NUMERO 30675,2021-04-27 17:01:00.000,1999-01-12,M,emailcliente30675@hotmail.com,MONTE APRAZIVEL,SP,BURITAMA,SP,T,F,A,A
30679,86,80,1,6,97,8,2,CLIENTE NUMERO 30679,2021-07-18 11:30:08.000,1996-11-24,F,emailcliente30679@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,A
30687,8,21,3,4,72,4,5,CLIENTE NUMERO 30687,2021-01-30 18:51:59.000,1965-08-29,M,emailcliente30687@hotmail.com,BARBOSA,SP,BIRIGUI,SP,T,F,A,A
30697,16,96,2,1,32,6,2,CLIENTE NUMERO 30697,2021-01-30 09:01:39.000,1985-08-12,M,emailcliente30697@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30702,16,29,2,1,50,4,4,CLIENTE NUMERO 30702,2021-01-29 18:05:48.000,1973-03-03,M,emailcliente30702@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30704,80,36,3,8,66,8,6,CLIENTE NUMERO 30704,2022-06-27 16:17:16.000,1996-10-10,F,emailcliente30704@hotmail.com,NOVO LINO,AL,BRAUNA,SP,T,F,A,A
30707,66,16,2,4,85,7,1,CLIENTE NUMERO 30707,2021-01-11 17:51:24.000,1985-04-28,M,emailcliente30707@hotmail.com,BARBOSA,SP,BIRIGUI,SP,T,F,A,B
30709,12,15,4,1,3,9,2,CLIENTE NUMERO 30709,2021-01-11 17:43:16.000,1996-11-06,F,emailcliente30709@hotmail.com,ALTO ALEGRE,SP,BIRIGUI,SP,T,F,A,A
30711,78,59,1,1,65,4,6,CLIENTE NUMERO 30711,2021-01-11 18:07:42.000,1987-05-15,F,emailcliente30711@hotmail.com,BIRIGUIENSE,SP,BIRIGUI,SP,T,F,A,A
30714,27,53,2,6,106,11,1,CLIENTE NUMERO 30714,2021-01-11 19:39:31.000,1990-11-04,M,emailcliente30714@hotmail.com,BURITAMA,SP,BIRIGUI,SP,T,F,A,A
30715,81,38,2,3,49,1,4,CLIENTE NUMERO 30715,2021-01-11 19:16:35.000,1976-11-28,F,emailcliente30715@hotmail.com,ITAMBE,PR,BIRIGUI,SP,T,F,A,B
30718,76,95,1,4,74,3,2,CLIENTE NUMERO 30718,2021-01-12 09:37:40.000,1983-03-17,F,emailcliente30718@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30724,31,99,2,2,93,8,5,CLIENTE NUMERO 30724,2021-01-12 17:43:14.000,1983-10-22,F,emailcliente30724@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
30726,97,91,4,8,21,2,3,CLIENTE NUMERO 30726,2021-01-12 19:02:28.000,1966-05-01,M,emailcliente30726@hotmail.com,ARACATUBA,SP,BIRIGUI,SP,T,F,A,B
30731,16,19,2,5,1,5,3,CLIENTE NUMERO 30731,2021-01-13 14:35:25.000,1978-12-07,F,emailcliente30731@hotmail.com,RIBEIRAO PIRES,SP,BIRIGUI,SP,T,F,A,A
30738,61,3,3,7,75,5,2,CLIENTE NUMERO 30738,2021-01-14 14:11:48.000,1996-05-15,F,emailcliente30738@hotmail.com,ARACATUBA,SP,BIRIGUI,SP,T,F,A,B
30745,29,24,2,8,30,4,4,CLIENTE NUMERO 30745,2021-01-15 18:54:53.000,1993-06-13,F,emailcliente30745@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30751,40,96,3,8,89,11,5,CLIENTE NUMERO 30751,2021-01-16 10:36:06.000,1957-08-09,M,emailcliente30751@hotmail.com,BARBOSA,SP,BIRIGUI,SP,T,F,A,A
30753,57,49,3,5,27,11,3,CLIENTE NUMERO 30753,2021-01-16 11:46:36.000,2001-10-12,F,emailcliente30753@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
30754,96,50,4,3,23,11,1,CLIENTE NUMERO 30754,2021-01-16 12:39:43.000,1995-04-21,F,emailcliente30754@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30756,69,80,2,2,97,2,6,CLIENTE NUMERO 30756,2021-01-16 13:41:55.000,1959-08-20,F,emailcliente30756@hotmail.com,RUBENIA SP,,BREJO ALEGRE,SP,T,F,A,A
30757,20,17,2,5,13,11,1,CLIENTE NUMERO 30757,2021-01-16 15:53:14.000,1976-06-13,M,emailcliente30757@hotmail.com,JACI,SP,SANTO ANTONIO DO ARACANGUA,SP,T,F,A,B
30759,3,37,2,5,91,2,2,CLIENTE NUMERO 30759,2021-01-17 09:18:42.000,1949-08-15,M,emailcliente30759@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30766,28,61,1,6,101,1,4,CLIENTE NUMERO 30766,2021-01-18 11:44:09.000,1972-05-06,M,emailcliente30766@hotmail.com,PENAPOLIS,SP,BIRIGUI,SP,T,F,A,A
30768,45,23,1,8,9,11,4,CLIENTE NUMERO 30768,2021-11-30 20:42:52.000,1986-07-10,M,emailcliente30768@hotmail.com,SAO PAULO,SP,BIRIGUI,SP,T,F,A,A
30771,87,66,4,1,12,2,2,CLIENTE NUMERO 30771,2021-01-18 16:40:37.000,1974-09-28,M,emailcliente30771@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30772,60,63,3,3,35,8,4,CLIENTE NUMERO 30772,2021-01-18 17:05:57.000,1993-07-05,F,emailcliente30772@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30775,35,5,3,4,58,3,3,CLIENTE NUMERO 30775,2021-01-18 20:44:41.000,1967-11-07,M,emailcliente30775@hotmail.com,MAU,CE,BIRIGUI,SP,T,F,A,A
30777,74,51,3,3,37,10,2,CLIENTE NUMERO 30777,2021-01-19 09:58:25.000,1984-04-19,F,emailcliente30777@hotmail.com,CARAPICUIBA,SP,BIRIGUI,SP,T,F,A,B
30780,25,35,1,8,61,11,1,CLIENTE NUMERO 30780,2021-01-19 18:23:18.000,1992-10-07,M,emailcliente30780@hotmail.com,ARACATUBA,SP,BIRIGUI,SP,T,F,A,B
30787,48,41,3,4,85,11,4,CLIENTE NUMERO 30787,2021-01-20 11:57:06.000,1985-10-06,F,emailcliente30787@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30798,93,84,1,3,12,2,6,CLIENTE NUMERO 30798,2021-01-20 16:44:12.000,1977-03-07,F,emailcliente30798@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
30799,76,26,2,7,49,4,2,CLIENTE NUMERO 30799,2021-01-20 18:24:11.000,1972-05-29,F,emailcliente30799@hotmail.com,AURIFLAMA,SP,BIRIGUI,SP,T,F,A,A
30800,99,75,1,3,48,4,4,CLIENTE NUMERO 30800,2021-01-20 18:45:57.000,1969-06-24,M,emailcliente30800@hotmail.com,BELO HORIZONTE ,MG,BIRIGUI,SP,T,F,A,B
30811,21,72,2,7,10,4,5,CLIENTE NUMERO 30811,2021-01-21 17:41:50.000,1984-10-21,M,emailcliente30811@hotmail.com,ITAPORANGA,PB,BURITAMA,SP,T,F,A,B
30815,84,48,1,4,10,7,1,CLIENTE NUMERO 30815,2021-01-22 09:41:22.000,1964-02-10,F,emailcliente30815@hotmail.com,BARIRI,SP,BIRIGUI,SP,T,F,A,A
30818,61,83,2,1,17,6,1,CLIENTE NUMERO 30818,2021-01-22 11:30:53.000,1997-07-10,M,emailcliente30818@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
30822,81,46,1,5,79,3,5,CLIENTE NUMERO 30822,2021-01-22 14:25:48.000,1992-05-30,F,emailcliente30822@hotmail.com,BURITAMA,SP,BIRIGUI,SP,T,F,A,B
30823,85,8,1,1,73,10,5,CLIENTE NUMERO 30823,2021-01-22 14:35:00.000,1975-05-16,F,emailcliente30823@hotmail.com,BRAUNA,SP,BRAUNA,SP,T,F,A,B
